src--dewiki-der-juengste-tag-liste	Bücherei 'Der jüngste Tag' 권 목록 — 독일어 위키백과	de.wikipedia.org	https://de.wikipedia.org/wiki/Liste_der_B%C3%A4nde_der_B%C3%BCcherei_Der_j%C3%BCngste_Tag
src--dewiki-der-process	Der Process — 독일어 위키백과	de.wikipedia.org	https://de.wikipedia.org/wiki/Der_Process
src--dewiki-das-schloss	Das Schloß — 독일어 위키백과	de.wikipedia.org	https://de.wikipedia.org/wiki/Das_Schlo%C3%9F
src--wikisource-de-der-heizer-1913	Der Heizer. Ein Fragment. — Wikisource 전사 (Kurt Wolff 1913 초판 스캔, 교정 완료)	de.wikisource.org	https://de.wikisource.org/wiki/Der_Heizer
src--dewiki-der-verschollene	Der Verschollene — 독일어 위키백과	de.wikipedia.org	https://de.wikipedia.org/wiki/Der_Verschollene
src--treccani	Treccani — Enciclopedia Italiana / Dizionario Biografico degli Italiani	Istituto della Enciclopedia Italiana	https://www.treccani.it
src--culture-pl	Culture.pl — 폴란드 작가·작품 프로필	Instytut Adama Mickiewicza (Adam Mickiewicz Institute)	https://culture.pl
src--fundacao-jose-saramago	Fundação José Saramago — 작가 연보·저작 목록	Fundação José Saramago (Casa dos Bicos, Lisboa)	
src--sebald-emergence-of-memory	The Emergence of Memory: Conversations with W. G. Sebald (Lynne Sharon Schwartz 엮음, 2007)	Seven Stories Press	
src--le-guin-language-of-the-night	The Language of the Night: Essays on Fantasy and Science Fiction (Susan Wood 엮음, 1979)	G. P. Putnam's Sons	
src--butler-bloodchild-afterwords	Bloodchild and Other Stories 수록 작가 후기 (1995, 증보판 2005)	Four Walls Eight Windows / Seven Stories Press	
src--atwood-in-other-worlds	In Other Worlds: SF and the Human Imagination (2011)	Nan A. Talese / Doubleday	
src--coetzee-doubling-the-point	Doubling the Point: Essays and Interviews (David Attwell 엮음, 1992)	Harvard University Press	
src--keene-dawn-to-the-west	Dawn to the West: Japanese Literature of the Modern Era	Henry Holt / Donald Keene	
src--kawabata-nobel-lecture	「아름다운 일본의 나」 (美しい日本の私, 1968년 노벨문학상 수상 강연)	Svenska Akademien 수상 강연 기록	
src--oe-nobel-lecture	「애매한 일본의 나」 (あいまいな日本の私, 1994년 노벨문학상 수상 강연)	Svenska Akademien 수상 강연 기록	
src--hsia-modern-chinese-fiction	A History of Modern Chinese Fiction (中國現代小說史)	Yale University Press / C. T. Hsia (夏志清)	
src--jalal-pity-of-partition	The Pity of Partition: Manto's Life, Times, and Work across the India-Pakistan Divide	Princeton University Press / Ayesha Jalal	
src--narayan-my-days	My Days: A Memoir	Viking Press / R. K. Narayan	
src--toji-serialization-record	『토지』 연재 이력 기록 (1969–1994, 5부 완간)	연재 수록 문예지·일간지 지면	
src--cervantes-virtual	Biblioteca Virtual Miguel de Cervantes — 작가 포털	Fundación Biblioteca Virtual Miguel de Cervantes	https://www.cervantesvirtual.com
src--memoria-chilena	Memoria Chilena — 칠레 문학·역사 디지털 포털	Biblioteca Nacional de Chile	https://www.memoriachilena.gob.cl
src--academia-brasileira-letras	Academia Brasileira de Letras — 회원 작가 공식 연보	Academia Brasileira de Letras	https://www.academia.org.br
src--fce-letras-mexicanas-rulfo	Fondo de Cultura Económica — Letras Mexicanas 총서 룰포 초판 서지	Fondo de Cultura Económica	
src--carpentier-prologo-reino-1949	『이 세상의 왕국』 서문 「아메리카의 경이로운 현실」 (1949)	Alejo Carpentier, prólogo a El reino de este mundo	
src--rosa-lorenz-1965	귄터 로렌츠와의 대담 (제노바 라틴아메리카 작가대회, 1965)	Günter Lorenz, Diálogo con Guimarães Rosa	
src--lispector-jornal-do-brasil-cronicas	『조르나우 두 브라지우』 주간 크로니카 연재 (1967–1973)	Jornal do Brasil	
src--heinemann-african-writers-series	Heinemann African Writers Series 총서 해제·연보	Heinemann Educational Books	
src--achebe-image-of-africa-lecture	An Image of Africa: Racism in Conrad's Heart of Darkness (1975년 강연, 1977년 게재)	The Massachusetts Review	
src--achebe-african-writer-english-language	The African Writer and the English Language (1965)	Transition (Kampala) — 이후 Morning Yet on Creation Day 수록	
src--ngugi-decolonising-the-mind	Decolonising the Mind: The Politics of Language in African Literature (1986)	James Currey / Heinemann Educational Books	
src--cesaire-discours-colonialisme	Discours sur le colonialisme (1950, 증보판 1955)	Éditions Réclame / Présence Africaine	
src--presence-africaine	Présence Africaine — 잡지·출판사 (1947년 창간)	Présence Africaine	
src--cambridge-history-arabic-literature	The Cambridge History of Arabic Literature — Modern Arabic Literature 권	Cambridge University Press	
src--walcott-muse-of-history	The Muse of History (1974)	Is Massa Day Dead? (Anchor Press) 수록 에세이	
src--beckett-minuit-editions	베케트 프랑스어 초판 서지 (Éditions de Minuit, 1951–1957)	Éditions de Minuit	
src--nabokov-olympia-lolita	『롤리타』 초판 (Olympia Press, Paris, 1955)	Olympia Press	
src--camus-nouvelles-litteraires-1945	카뮈 인터뷰 — 실존주의자가 아니라는 공개 부인 (Les Nouvelles littéraires, 1945. 11.)	Les Nouvelles littéraires	
src--orwell-horizon-1946	「정치와 영어」 초출 (Horizon, 1946. 4.)	Horizon (편집 Cyril Connolly)	
src--beauvoir-deuxieme-sexe-1949	『제2의 성』 초판 서지 (Gallimard, 1949, 전 2권)	Éditions Gallimard	
src--celan-meridian-1960	게오르크 뷔히너상 수상 연설 「자오선」 (다름슈타트, 1960. 10.)	Deutsche Akademie für Sprache und Dichtung	
src--hurston-mules-and-men-boas-preface	『Mules and Men』 서문 (프란츠 보애스, 1935)	J. B. Lippincott	
src--hurston-how-it-feels-colored-me	「How It Feels to Be Colored Me」 (1928)	The World Tomorrow	
src--ellison-world-and-the-jug	「The World and the Jug」 (1963–1964, 2부작 평문)	The New Leader	
src--baldwin-everybodys-protest-novel	「Everybody's Protest Novel」 (1949)	Zero (파리) / Partisan Review	
src--oconnor-habit-of-being	『The Habit of Being: Letters of Flannery O'Connor』 (Sally Fitzgerald 편, 1979)	Farrar, Straus and Giroux	
src--duras-apostrophes	Apostrophes 방송 인터뷰 (베르나르 피보 진행, 1984)	Antenne 2	
src--robbe-grillet-pour-un-nouveau-roman	『Pour un nouveau roman』 (1963) 수록 평문	Éditions de Minuit	
src--hugo-preface-de-cromwell-1827	크롬웰 서문 (Préface de Cromwell)	Ambroise Dupont, Paris, 1827	
src--hugo-william-shakespeare-1864	윌리엄 셰익스피어 (William Shakespeare)	Librairie internationale A. Lacroix, 1864	
src--fleurs-du-mal-1861	악의 꽃 재판 (Les Fleurs du mal, 2e édition)	Poulet-Malassis et de Broise, Paris, 1861	
src--dostoevsky-vremya-notre-dame-1862	『파리의 노트르담』 러시아어역에 붙인 서문 (『시대(Время)』 1862년 9호)	잡지 『시대(Время)』, 상트페테르부르크	
src--pushkin-letter-raevsky-1825	니콜라이 라예프스키에게 보낸 편지 (1825년 7월, 프랑스어)	푸시킨 서간집	
src--macrobius-saturnalia	사투르날리아 (Saturnalia)	마크로비우스, 5세기	
src--voltaire-lettres-philosophiques-1734	볼테르 『철학편지』(1734) 제22신 「포프 씨와 몇몇 유명한 시인에 대하여」	Lettres philosophiques (Amsterdam, 1734)	
src--orwell-politics-vs-literature-1946	조지 오웰 「정치 대 문학: 『걸리버 여행기』에 대한 검토」(1946)	Polemic (London)	
src--rousseau-lettre-providence-1756	루소 「섭리에 관하여 볼테르 씨에게 보내는 편지」(1756. 8. 18.)	Correspondance de Jean-Jacques Rousseau	
src--goethe-mahomet-weimar-1800	괴테 역 볼테르 『마호메트』 (바이마르 궁정극장, 1800년 초연)	Weimarer Hoftheater	
src--goethe-zum-shakespeares-tag-1771	괴테 「셰익스피어 명명일에」(Zum Schäkespears Tag, 1771)	Goethe, Sämtliche Werke	
src--hesse-dank-an-goethe-1932	헤르만 헤세 「괴테에게 바치는 감사」(Dank an Goethe, 1932)	Hermann Hesse, Betrachtungen / Neue Rundschau	
src--kafka-tagebuch-1917-dickens	카프카 일기 1917년 10월 8일 (디킨스 『데이비드 코퍼필드』 관련 기록)	Franz Kafka, Tagebücher	
src--voltaire-rome-sauvee-1752	Rome sauvée, ou Catilina (1752)	Voltaire	
src--dante-inferno-i-maestro	『신곡』 「지옥」 제1곡	Dante Alighieri, 1321년 완성	
src--dante-inferno-xxv-ovidio	『신곡』 「지옥」 제4곡·제25곡	Dante Alighieri, 1321년 완성	
src--meres-palladis-tamia-1598	Palladis Tamia: Wits Treasury (1598)	Francis Meres, London	
src--du-fu-shipian-li-bai	杜甫 「贈李白」·「春日憶李白」·「夢李白二首」	『杜工部集』 수록	
src--oku-no-hosomichi-jobun	『奥の細道』 서두 「月日は百代の過客にして」	松尾芭蕉, 1702년 간행	
src--dusi-eonhae-1481	『분류두공부시언해』 초간본 (1481)	조선 성종조 간행	
src--oku-no-hosomichi-hiraizumi	『奥の細道』 平泉 「国破れて山河あり」	松尾芭蕉, 1702년 간행	
src--woolf-tale-of-genji-vogue-1925	"The Tale of Genji" (Vogue, 1925년 7월)	Virginia Woolf, Vogue (London)	
src--glissant-discours-antillais-1981	Le Discours antillais (1981)	Éditions du Seuil (Paris)	
src--glissant-faulkner-mississippi	Faulkner, Mississippi (1996)	Éditions Stock (Paris)	
src--fanon-peau-noire-1952	Peau noire, masques blancs (1952)	Éditions du Seuil (Paris)	
src--fanon-damnes-preface-sartre-1961	Jean-Paul Sartre, préface to Les Damnés de la terre (1961)	François Maspero (Paris)	
src--naipaul-conrads-darkness-1974	「Conrad's Darkness」 (1974)	The New York Review of Books / The Return of Eva Perón 수록 (1980)	
src--naipaul-india-wounded-civilization-1977	India: A Wounded Civilization (1977)	André Deutsch (London)	
src--walcott-what-the-twilight-says-garden-path	What the Twilight Says: Essays 수록 「The Garden Path」	Farrar, Straus and Giroux (1998)	
src--james-mariners-renegades-1953	Mariners, Renegades and Castaways (1953)	C. L. R. James 자비 출판 (New York)	
src--james-black-jacobins-appendix-1963	「From Toussaint L'Ouverture to Fidel Castro」 — The Black Jacobins 개정판 부록 (1963)	Vintage Books (New York)	
src--brathwaite-history-of-the-voice-1984	History of the Voice (1984)	New Beacon Books (London)	
src--keene-world-within-walls	World Within Walls: Japanese Literature of the Pre-Modern Era, 1600–1867	Donald Keene / Holt, Rinehart and Winston	
src--akutagawa-basho-zakki	「芭蕉雑記」 (1923–24)	芥川龍之介 전집 (青空文庫 수록)	
src--borges-nueve-ensayos-dantescos	Nueve ensayos dantescos (1982)	Jorge Luis Borges / Espasa-Calpe	
src--vargas-llosa-orgia-perpetua-1975	La orgía perpetua: Flaubert y «Madame Bovary» (1975)	Mario Vargas Llosa / Taurus	
src--vargas-llosa-historia-de-un-deicidio-1971	García Márquez: historia de un deicidio (1971)	Mario Vargas Llosa / Barral Editores	
src--vargas-llosa-entre-sartre-y-camus-1981	Entre Sartre y Camus (1981)	Mario Vargas Llosa / Ediciones Huracán	
src--borges-pierre-menard-1939	«Pierre Menard, autor del Quijote» (Sur, n.º 56, 1939)	Jorge Luis Borges / Revista Sur	
src--melville-hawthorne-and-his-mosses-1850	«Hawthorne and His Mosses» (The Literary World, 1850)	Herman Melville / The Literary World	
src--cesaire-une-tempete-1969	Une tempête (1969)	Aimé Césaire / Éditions du Seuil	
src--baudelaire-histoires-extraordinaires-1856	Histoires extraordinaires, traduites par Charles Baudelaire (1856)	Michel Lévy frères	
src--doyle-through-the-magic-door-1907	Through the Magic Door (1907)	Arthur Conan Doyle / Smith, Elder & Co.	
src--dostoevsky-vremya-poe-preface-1861	«Три рассказа Эдгара Поэ» 서문 (『시대(Время)』, 1861)	Ф. М. Достоевский / журнал «Время»	
src--borges-el-cuento-policial-1978	«El cuento policial» (강연 1978, 『Borges oral』 수록)	Jorge Luis Borges / Universidad de Belgrano	
src--teeuw-modern-indonesian-literature	Modern Indonesian Literature	A. Teeuw / Martinus Nijhoff (KITLV)	
src--jassin-chairil-anwar-pelopor	Chairil Anwar: Pelopor Angkatan 45	H. B. Jassin / Gunung Agung	
src--white-prodigal-son-1958	「탕자」(The Prodigal Son, 1958. 4.)	Australian Letters 1권	
src--marr-patrick-white-a-life	Patrick White: A Life (1991)	David Marr, Random House Australia	
src--chi-pheo-doi-moi-1941	『어울리는 한 쌍(Đôi lứa xứng đôi)』 초판 (1941)	Đời mới 출판사, 하노이	
src--ngu-van-vn-textbook	『국어문학(Ngữ văn)』 중등 교과서	베트남 교육출판사(NXB Giáo dục Việt Nam)	
src--christie-an-autobiography	An Autobiography	Collins (Agatha Christie 자서전, 1977)	
src--symons-bloody-murder	Bloody Murder: From the Detective Story to the Crime Novel	Julian Symons, Faber & Faber (1972)	
src--eco-dreaming-of-the-middle-ages	Dreaming of the Middle Ages	Umberto Eco, 『Travels in Hyperreality』 수록 (Harcourt Brace Jovanovich, 1986)	
src--sturrock-storyteller-roald-dahl	Storyteller: The Life of Roald Dahl	Donald Sturrock, HarperCollins (2010)	
src--sartre-quest-ce-que-la-litterature	Qu'est-ce que la littérature ?	Jean-Paul Sartre, 『Situations II』 수록 (Gallimard, 1948)	
src--sartre-idiot-de-la-famille	L'Idiot de la famille : Gustave Flaubert de 1821 à 1857	Jean-Paul Sartre, Gallimard (1971–1972)	
src--odaert-saint-exupery-ecrivain	Saint-Exupéry écrivain	Olivier Odaert, Presses universitaires de Louvain (2018)	
src--hesse-mann-briefwechsel	Hermann Hesse – Thomas Mann: Briefwechsel	hrsg. Anni Carlsson, Suhrkamp (1968)	https://archive.org/details/briefwechselherm0000hess
src--hesse-zarathustras-wiederkehr-1919	Zarathustras Wiederkehr. Ein Wort an die deutsche Jugend	Hermann Hesse (1919, 익명 발표)	https://www.suhrkamp.de/buch/hermann-hesse-zarathustras-wiederkehr-t-9783518387283
src--petofi-irodalmi-muzeum	Petőfi Irodalmi Múzeum (페퇴피 문학박물관)	Petőfi Irodalmi Múzeum, Budapest	
src--petofi-coriolanus-1848	코리올라누스 — 페퇴피의 헝가리어 번역 (1848)	Pest, 1848	
src--internet-encyclopedia-of-ukraine	Internet Encyclopedia of Ukraine	Canadian Institute of Ukrainian Studies, University of Alberta	https://www.encyclopediaofukraine.com
src--shkandrij-russia-and-ukraine	Russia and Ukraine: Literature and the Discourse of Empire from Napoleonic to Postcolonial Times	McGill-Queen's University Press (2001)	
src--australian-dictionary-of-biography	Australian Dictionary of Biography	National Centre of Biography, Australian National University	https://adb.anu.edu.au
src--khalid-jadidism-central-asia	The Politics of Muslim Cultural Reform: Jadidism in Central Asia	University of California Press	
src--adebiportal-kz	Әдебиет порталы (adebiportal.kz)	카자흐스탄 문학 포털	https://adebiportal.kz
src--abai-olengderi-spb-1909	Қазақ ақыны Ибраһим Құнанбайұғылының өлеңі (상트페테르부르크, 1909)	카키타이 이스카쿨리·투라굴 쿠난바예프 편	https://www.loc.gov/resource/gdcwdl.wdl_07321/
src--aramcoworld-manas-aitmatov	After Manas, My Kyrgyz, Your Chingiz	AramcoWorld (2019)	https://www.aramcoworld.com/articles/2019/after-manas-my-kyrgyz-your-chingiz
src--ziolkowski-pilate-and-pilatism-1992	Pilate and Pilatism in Recent Russian Literature	Palgrave Macmillan	https://link.springer.com/chapter/10.1007/978-1-349-22331-2_10
src--faulkner-i-wish-i-had-written-that-1927	내가 썼더라면 하는 책 (I Wish I Had Written That)	Chicago Tribune, 1927. 7. 16.	
src--borges-bartleby-emece	보르헤스 옮김 『바틀비』 스페인어판	Emecé Editores (부에노스아이레스)	
src--hemingway-green-hills-of-africa	아프리카의 푸른 언덕 (Green Hills of Africa)	Charles Scribner's Sons, 1935	
src--morrison-oxford-mark-twain-huck-intro	토니 모리슨의 『허클베리 핀의 모험』 서문	The Oxford Mark Twain (Shelley Fisher Fishkin 편), Oxford University Press, 1996	
src--carpenter-philosophical-joads-1941	The Philosophical Joads	College English, 제2권 (1941)	
src--hedayat-taraneha-ye-khayyam-1934	하이얌의 노래 (ترانه‌های خیام / Tarānehā-ye Khayyām)	사데크 헤다야트 편, 테헤란, 1934	
src--borges-otras-inquisiciones-1952	또 다른 심문 (Otras inquisiciones)	Sur, 부에노스아이레스, 1952	
src--browne-literary-history-of-persia	A Literary History of Persia	E. G. Browne, Cambridge University Press, 1902–1924 (전 4권)	
src--eco-sebeok-sign-of-three-1984	The Sign of Three: Dupin, Holmes, Peirce (1983)	Umberto Eco·Thomas A. Sebeok 편, Indiana University Press, Bloomington, 1983	
src--mckeon-origins-english-novel	The Origins of the English Novel, 1600–1740	Johns Hopkins University Press	
src--hammer-goethe-rousseau-1973	Goethe and Rousseau: Resonances of the Mind	University Press of Kentucky	
src--orwin-tolstoys-art-and-thought-1993	Tolstoy's Art and Thought, 1847–1880	Princeton University Press	
src--said-culture-and-imperialism-1993	Culture and Imperialism	Alfred A. Knopf	
src--schofield-cicero-political-philosophy-2021	Cicero: Political Philosophy	Oxford University Press	
src--eikhenbaum-tolstoi-seventies	Tolstoi in the Seventies	Ardis	
src--garner-homer-to-tragedy	From Homer to Tragedy: The Art of Allusion in Greek Poetry	Routledge	
src--reinhardt-cicero-topica	Cicero's Topica: Edited with an Introduction, Translation, and Commentary	Oxford University Press (Oxford Classical Monographs)	
src--hardie-epic-successors-virgil	The Epic Successors of Virgil: A Study in the Dynamics of a Tradition	Cambridge University Press (Roman Literature and its Contexts)	
src--braden-love-poems-in-sequence	Love Poems in Sequence	Wiley Blackwell	
src--brugier-conde-faulkner-autre-amerique	Des rives du Mississippi aux berges de la mangrove : Maryse Condé et William Faulkner, récits de l'« Autre Amérique »	Presses universitaires de Rennes	
src--brugier-marginalite-communaute	Marginalité et communauté dans le roman. Maryse Condé, William Faulkner et Rachel de Queiroz	Classiques Garnier	
src--guess-ohmer-reappraising-land	Reappraising Land and Inheritance, Revisiting Ghosts: A Black Feminist and Decolonial Land-informed Reading of Beloved by Toni Morrison and I, Tituba, Black Witch of Salem by Maryse Condé	Feminist Formations (Johns Hopkins University Press)	
src--aristotle-ethica-nicomachea-oct	Aristotelis Ethica Nicomachea (『니코마코스 윤리학』) 1권 6장 1096a11–17	Oxford University Press (Oxford Classical Texts, I. Bywater 편)	
src--heidegger-nietzsche-1961	Nietzsche (전 2권)	Verlag Günther Neske, Pfullingen	
src--said-intellectuals-postcolonial-1986	Intellectuals in the Post-Colonial World	Salmagundi 70–71호 (Skidmore College)	
src--khalid-making-uzbekistan-2015	Making Uzbekistan: Nation, Empire, and Revolution in the Early USSR	Cornell University Press	
src--borges-historia-de-la-eternidad-1936-titular	『영원의 역사』 수록 표제 에세이 「영원의 역사」 (Historia de la eternidad, 1936)	Editorial Viau y Zona, Buenos Aires	
src--quach-ah-q-chi-pheo-2018	Simple Remarks of The True Story of Ah Q and Chi Pheo	Journal of Literature and Art Studies 8(2), 2018 (Quach Van-Dau)	https://doi.org/10.17265/2159-5836/2018.02.008
src--read-nz-frame-janet	Janet Frame — 작가 항목	Read NZ Te Pou Muramura (뉴질랜드 도서 협회)	https://www.read-nz.org/writer/frame-janet/
src--akutagawa-kyuyu-e-okuru-shuki-1927	「어느 옛 친구에게 보내는 수기(或旧友へ送る手記)」 (1927)	아쿠타가와 류노스케 유고 — 1927년 7월 사후 공개	
src--kawabata-matsugo-no-me-1933	「말기의 눈(末期の眼)」 (1933)	가와바타 야스나리 수필 — 1933년 발표	
src--dazai-kawabata-yasunari-e-1935	「가와바타 야스나리에게(川端康成へ)」 (1935. 10.)	『文藝通信』 게재 — 다자이 오사무 산문	
src--dazai-akutagawa-sho-shokan	아쿠타가와상 청원 서간 (1935–1936, 사토 하루오·가와바타 야스나리 앞)	『太宰治全集』 서간 권 (筑摩書房)	
src--dazai-sekibetsu-1945	『석별(惜別)』 (1945)	일본문학보국회 위촉작 — 1945년 간행 단행본	
src--kawabata-mishima-ofuku-shokan	『川端康成・三島由紀夫 往復書簡』 (가와바타 야스나리·미시마 유키오 왕복서간)	新潮社	
src--mishima-shosetsuka-no-kyuka-1955	『소설가의 휴가(小説家の休暇)』 (1955)	미시마 유키오 일기 형식 산문 — 1955년 간행	
src--mishima-watashi-no-henreki-jidai	『나의 편력시대(私の遍歴時代)』 (1963)	東京新聞 연재 (1963) — 이후 단행본 수록	
src--bunka-daikakumei-kyodo-seimei-1967	중국 문화대혁명에 관한 공동성명 (1967. 2. 28.)	가와바타 야스나리·이시카와 준·아베 고보·미시마 유키오 공동 발표 — 일본 각 일간지 게재	
src--chang-laoren-yu-hai	『老人與海』 — 헤밍웨이 『노인과 바다』 장아이링 중국어 번역, 역자 서문 포함	홍콩 미국공보원(USIS) 지원 번역 사업 — 1950년대 홍콩 간행	
src--steiner-tolstoy-or-dostoevsky	Tolstoy or Dostoevsky: An Essay in the Old Criticism (1959)	Alfred A. Knopf / Faber and Faber — George Steiner	
src--williams-drama-ibsen-to-brecht	Drama from Ibsen to Brecht (1968 개정판, 초판 Drama from Ibsen to Eliot 1952)	Chatto & Windus — Raymond Williams	
src--james-notes-on-novelists-1914	Notes on Novelists, with Some Other Notes (1914)	Charles Scribner's Sons — Henry James	
src--james-scenic-art	The Scenic Art: Notes on Acting and the Drama, 1872–1901 (Allan Wade 편, 1948)	Rutgers University Press	
src--conrad-notes-on-life-and-letters-1921	Notes on Life and Letters (1921)	J. M. Dent & Sons — Joseph Conrad	
src--dickinson-letters-higginson	토머스 웬트워스 히긴슨에게 보낸 편지 (1862. 4.)	에밀리 디킨슨 서한 — Houghton Library, Harvard University 소장 원고	
src--nietzsche-letter-overbeck-1887	프란츠 오버베크에게 보낸 편지 (1887. 2. 23., 니스)	프리드리히 니체 서한 — Kritische Gesamtausgabe Briefwechsel 수록	
src--joyce-ibsens-new-drama-1900	「입센의 새 희곡」 (Ibsen's New Drama, The Fortnightly Review, 1900. 4.)	The Fortnightly Review (London)	
src--ellmann-james-joyce	James Joyce (1959, 개정판 1982)	Oxford University Press — Richard Ellmann	
